,Biomarker,Description,Units,Group,Sub.Group,Type,Nightingale,UKB.Field.ID,QC.Flag.Field.ID,Full.Formula,Simplified.Formula,Sub_group,miss,miss_p,miss_Sub_group,HVGs,HVGs.more,HVGs.less,path,parallel_group,cor,n_sig_FDR,n_sig_adj.P.Val,n_sig_bonf,SigLogFC,LogFC,p,sds
IDL_TG_pct,IDL_TG_pct,Triglycerides to Total Lipids in IDL percentage,%,Relative lipoprotein lipid concentrations,IDL ratios,Percentage,TRUE,23613,23913,IDL_TG / (IDL_CE + IDL_FC + IDL_PL + IDL_TG) * 100,IDL_TG / IDL_L * 100,Relative lipoprotein lipid concentrations IDL ratios,1716,0.0139332082917205,0.0136855609415471,FALSE,TRUE,TRUE,Relative lipoprotein lipid concentrations_IDL ratios,12,0.97669325822726,29005,29032,8766,-0.226674486544085,-0.226520058177707,6.85346583295053,0.0568235209674001
L_LDL_PL_pct,L_LDL_PL_pct,Phospholipids to Total Lipids in Large LDL percentage,%,Relative lipoprotein lipid concentrations,Large LDL ratios,Percentage,TRUE,23614,23914,L_LDL_PL / (L_LDL_CE + L_LDL_FC + L_LDL_PL + L_LDL_TG) * 100,L_LDL_PL / L_LDL_L * 100,Relative lipoprotein lipid concentrations Large LDL ratios,1807,0.0146720905496147,0.0142999428922504,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Large LDL ratios,12,0.957084995165081,300,0,0,0.104328547369947,0.0125004001110726,0.197129017872188,0.0706453202706615
L_LDL_C_pct,L_LDL_C_pct,Cholesterol to Total Lipids in Large LDL percentage,%,Relative lipoprotein lipid concentrations,Large LDL ratios,Percentage,TRUE,23615,23915,(L_LDL_CE + L_LDL_FC) / (L_LDL_CE + L_LDL_FC + L_LDL_PL + L_LDL_TG) * 100,L_LDL_C / L_LDL_L * 100,Relative lipoprotein lipid concentrations Large LDL ratios,1807,0.0146720905496147,0.0142999428922504,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Large LDL ratios,12,0.978573583030659,29022,29038,11294,0.229920832872696,0.229837620974486,7.08394950335914,0.0552429563106681
L_LDL_CE_pct,L_LDL_CE_pct,Cholesteryl Esters to Total Lipids in Large LDL percentage,%,Relative lipoprotein lipid concentrations,Large LDL ratios,Percentage,TRUE,23616,23916,L_LDL_CE / (L_LDL_CE + L_LDL_FC + L_LDL_PL + L_LDL_TG) * 100,L_LDL_CE / L_LDL_L * 100,Relative lipoprotein lipid concentrations Large LDL ratios,1807,0.0146720905496147,0.0142999428922504,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Large LDL ratios,12,0.973794215016552,9747,0,0,0.110030702371345,0.0741380292144182,1.12086741961983,0.0148824465398888
L_LDL_FC_pct,L_LDL_FC_pct,Free Cholesterol to Total Lipids in Large LDL percentage,%,Relative lipoprotein lipid concentrations,Large LDL ratios,Percentage,TRUE,23617,23917,L_LDL_FC / (L_LDL_CE + L_LDL_FC + L_LDL_PL + L_LDL_TG) * 100,L_LDL_FC / L_LDL_L * 100,Relative lipoprotein lipid concentrations Large LDL ratios,1807,0.0146720905496147,0.0142999428922504,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Large LDL ratios,12,0.983292538321034,28975,29026,7511,0.222141076948923,0.221882461567028,6.53306657787302,0.0564182497109085
L_LDL_TG_pct,L_LDL_TG_pct,Triglycerides to Total Lipids in Large LDL percentage,%,Relative lipoprotein lipid concentrations,Large LDL ratios,Percentage,TRUE,23618,23918,L_LDL_TG / (L_LDL_CE + L_LDL_FC + L_LDL_PL + L_LDL_TG) * 100,L_LDL_TG / L_LDL_L * 100,Relative lipoprotein lipid concentrations Large LDL ratios,1807,0.0146720905496147,0.0142999428922504,FALSE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Large LDL ratios,12,0.975168569705713,29038,29041,10348,-0.232795427790392,-0.23278209254792,7.23160078619422,0.0552902894909914
M_LDL_PL_pct,M_LDL_PL_pct,Phospholipids to Total Lipids in Medium LDL percentage,%,Relative lipoprotein lipid concentrations,Medium LDL ratios,Percentage,TRUE,23619,23919,M_LDL_PL / (M_LDL_CE + M_LDL_FC + M_LDL_PL + M_LDL_TG) * 100,M_LDL_PL / M_LDL_L * 100,Relative lipoprotein lipid concentrations Medium LDL ratios,1716,0.0139332082917205,0.0135610606343561,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Medium LDL ratios,12,0.956710675472858,4,0,0,0.0783408847045815,0.015275304318139,0.231698148933824,0.00161617714677752
M_LDL_C_pct,M_LDL_C_pct,Cholesterol to Total Lipids in Medium LDL percentage,%,Relative lipoprotein lipid concentrations,Medium LDL ratios,Percentage,TRUE,23620,23920,(M_LDL_CE + M_LDL_FC) / (M_LDL_CE + M_LDL_FC + M_LDL_PL + M_LDL_TG) * 100,M_LDL_C / M_LDL_L * 100,Relative lipoprotein lipid concentrations Medium LDL ratios,1716,0.0139332082917205,0.0135610606343561,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Medium LDL ratios,12,0.976506227100316,29024,29040,3053,0.186834035169065,0.186782063427217,4.77442990167659,0.0484111669243342
M_LDL_CE_pct,M_LDL_CE_pct,Cholesteryl Esters to Total Lipids in Medium LDL percentage,%,Relative lipoprotein lipid concentrations,Medium LDL ratios,Percentage,TRUE,23621,23921,M_LDL_CE / (M_LDL_CE + M_LDL_FC + M_LDL_PL + M_LDL_TG) * 100,M_LDL_CE / M_LDL_L * 100,Relative lipoprotein lipid concentrations Medium LDL ratios,1716,0.0139332082917205,0.0135610606343561,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Medium LDL ratios,12,0.941457842675241,10,0,0,-0.0802536813727012,-0.00994791020391226,0.172062678715032,0.00288404312623473
M_LDL_FC_pct,M_LDL_FC_pct,Free Cholesterol to Total Lipids in Medium LDL percentage,%,Relative lipoprotein lipid concentrations,Medium LDL ratios,Percentage,TRUE,23622,23922,M_LDL_FC / (M_LDL_CE + M_LDL_FC + M_LDL_PL + M_LDL_TG) * 100,M_LDL_FC / M_LDL_L * 100,Relative lipoprotein lipid concentrations Medium LDL ratios,1716,0.0139332082917205,0.0135610606343561,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Medium LDL ratios,12,0.974865520588888,26870,27547,827,0.177350800853528,0.171563465971135,4.37020289723308,0.0420294405177171
M_LDL_TG_pct,M_LDL_TG_pct,Triglycerides to Total Lipids in Medium LDL percentage,%,Relative lipoprotein lipid concentrations,Medium LDL ratios,Percentage,TRUE,23623,23923,M_LDL_TG / (M_LDL_CE + M_LDL_FC + M_LDL_PL + M_LDL_TG) * 100,M_LDL_TG / M_LDL_L * 100,Relative lipoprotein lipid concentrations Medium LDL ratios,1716,0.0139332082917205,0.0135610606343561,FALSE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Medium LDL ratios,12,0.973304015668116,29037,29041,5895,-0.213958340981049,-0.213943229493998,6.11642812488258,0.0532838471447084
S_LDL_PL_pct,S_LDL_PL_pct,Phospholipids to Total Lipids in Small LDL percentage,%,Relative lipoprotein lipid concentrations,Small LDL ratios,Percentage,TRUE,23624,23924,S_LDL_PL / (S_LDL_CE + S_LDL_FC + S_LDL_PL + S_LDL_TG) * 100,S_LDL_PL / S_LDL_L * 100,Relative lipoprotein lipid concentrations Small LDL ratios,1623,0.013178086863323,0.013053586556132,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Small LDL ratios,12,0.938984568216856,74,0,0,0.0923732348438936,0.0204477313234043,0.195193827547152,0.0245797466910812
S_LDL_C_pct,S_LDL_C_pct,Cholesterol to Total Lipids in Small LDL percentage,%,Relative lipoprotein lipid concentrations,Small LDL ratios,Percentage,TRUE,23625,23925,(S_LDL_CE + S_LDL_FC) / (S_LDL_CE + S_LDL_FC + S_LDL_PL + S_LDL_TG) * 100,S_LDL_C / S_LDL_L * 100,Relative lipoprotein lipid concentrations Small LDL ratios,1623,0.013178086863323,0.013053586556132,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Small LDL ratios,12,0.961995729735481,28451,28902,51,0.158689791494269,0.15731531793484,3.5674483919938,0.040257353098745
S_LDL_CE_pct,S_LDL_CE_pct,Cholesteryl Esters to Total Lipids in Small LDL percentage,%,Relative lipoprotein lipid concentrations,Small LDL ratios,Percentage,TRUE,23626,23926,S_LDL_CE / (S_LDL_CE + S_LDL_FC + S_LDL_PL + S_LDL_TG) * 100,S_LDL_CE / S_LDL_L * 100,Relative lipoprotein lipid concentrations Small LDL ratios,1623,0.013178086863323,0.013053586556132,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Small LDL ratios,12,0.951570023431851,2,0,0,-0.0846365824961312,-0.000771038629952953,0.13835046013383,0.00255817935064191
S_LDL_FC_pct,S_LDL_FC_pct,Free Cholesterol to Total Lipids in Small LDL percentage,%,Relative lipoprotein lipid concentrations,Small LDL ratios,Percentage,TRUE,23627,23927,S_LDL_FC / (S_LDL_CE + S_LDL_FC + S_LDL_PL + S_LDL_TG) * 100,S_LDL_FC / S_LDL_L * 100,Relative lipoprotein lipid concentrations Small LDL ratios,1623,0.013178086863323,0.013053586556132,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Small LDL ratios,12,0.977268731278048,26190,26887,412,0.164456088323026,0.157208378743096,3.85224320565159,0.0420706268253076
S_LDL_TG_pct,S_LDL_TG_pct,Triglycerides to Total Lipids in Small LDL percentage,%,Relative lipoprotein lipid concentrations,Small LDL ratios,Percentage,TRUE,23628,23928,S_LDL_TG / (S_LDL_CE + S_LDL_FC + S_LDL_PL + S_LDL_TG) * 100,S_LDL_TG / S_LDL_L * 100,Relative lipoprotein lipid concentrations Small LDL ratios,1623,0.013178086863323,0.013053586556132,FALSE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Small LDL ratios,12,0.976303646738565,28924,29014,4080,-0.20130718671442,-0.200937485179123,5.53624595312084,0.0524973166750986
XL_HDL_PL_pct,XL_HDL_PL_pct,Phospholipids to Total Lipids in Very Large HDL percentage,%,Relative lipoprotein lipid concentrations,Very large HDL ratios,Percentage,TRUE,23629,23929,XL_HDL_PL / (XL_HDL_CE + XL_HDL_FC + XL_HDL_PL + XL_HDL_TG) * 100,XL_HDL_PL / XL_HDL_L * 100,Relative lipoprotein lipid concentrations Very large HDL ratios,1011,0.00820890068935279,0.00721154496761639,TRUE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Very large HDL ratios,13,0.889158110725483,22,0,0,0.0496457278891292,0.00485844961588144,0.200257953585656,0.073861079540292
XL_HDL_C_pct,XL_HDL_C_pct,Cholesterol to Total Lipids in Very Large HDL percentage,%,Relative lipoprotein lipid concentrations,Very large HDL ratios,Percentage,TRUE,23630,23930,(XL_HDL_CE + XL_HDL_FC) / (XL_HDL_CE + XL_HDL_FC + XL_HDL_PL + XL_HDL_TG) * 100,XL_HDL_C / XL_HDL_L * 100,Relative lipoprotein lipid concentrations Very large HDL ratios,1011,0.00820890068935279,0.00721154496761639,FALSE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Very large HDL ratios,13,0.929296111121556,6048,0,0,0.125306868149076,0.0797803085253361,1.03265111839023,0.0171997572762496
XL_HDL_CE_pct,XL_HDL_CE_pct,Cholesteryl Esters to Total Lipids in Very Large HDL percentage,%,Relative lipoprotein lipid concentrations,Very large HDL ratios,Percentage,TRUE,23631,23931,XL_HDL_CE / (XL_HDL_CE + XL_HDL_FC + XL_HDL_PL + XL_HDL_TG) * 100,XL_HDL_CE / XL_HDL_L * 100,Relative lipoprotein lipid concentrations Very large HDL ratios,1011,0.00820890068935279,0.00721154496761639,FALSE,TRUE,FALSE,Relative lipoprotein lipid concentrations_Very large HDL ratios,13,0.927988948847691,25398,26553,0,0.143709088390209,0.137371977035443,3.16184767482371,0.0300920319933842
XL_HDL_FC_pct,XL_HDL_FC_pct,Free Cholesterol to Total Lipids in Very Large HDL percentage,%,Relative lipoprotein lipid concentrations,Very large HDL ratios,Percentage,TRUE,23632,23932,XL_HDL_FC / (XL_HDL_CE + XL_HDL_FC + XL_HDL_PL + XL_HDL_TG) * 100,XL_HDL_FC / XL_HDL_L * 100,Relative lipoprotein lipid concentrations Very large HDL ratios,1011,0.00820890068935279,0.00721154496761639,FALSE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Very large HDL ratios,13,0.956914164506407,3628,0,0,-0.107002915447746,-0.0443737210356795,0.499331230627473,0.014341125111401
XL_HDL_TG_pct,XL_HDL_TG_pct,Triglycerides to Total Lipids in Very Large HDL percentage,%,Relative lipoprotein lipid concentrations,Very large HDL ratios,Percentage,TRUE,23633,23933,XL_HDL_TG / (XL_HDL_CE + XL_HDL_FC + XL_HDL_PL + XL_HDL_TG) * 100,XL_HDL_TG / XL_HDL_L * 100,Relative lipoprotein lipid concentrations Very large HDL ratios,1011,0.00820890068935279,0.00721154496761639,TRUE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Very large HDL ratios,13,0.963269551553962,22377,23658,0,-0.135945774634137,-0.122245323722728,2.3859964508729,0.0305270338516631
L_HDL_PL_pct,L_HDL_PL_pct,Phospholipids to Total Lipids in Large HDL percentage,%,Relative lipoprotein lipid concentrations,Large HDL ratios,Percentage,TRUE,23634,23934,L_HDL_PL / (L_HDL_CE + L_HDL_FC + L_HDL_PL + L_HDL_TG)  * 100,L_HDL_PL / L_HDL_L  * 100,Relative lipoprotein lipid concentrations Large HDL ratios,1187,0.00963794769363181,0.00852421124995602,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Large HDL ratios,13,0.984459846954796,29041,29041,11812,-0.242714393135032,-0.242714393135032,7.49627882376338,0.0550516752797454
L_HDL_C_pct,L_HDL_C_pct,Cholesterol to Total Lipids in Large HDL percentage,%,Relative lipoprotein lipid concentrations,Large HDL ratios,Percentage,TRUE,23635,23935,(L_HDL_CE + L_HDL_FC) / (L_HDL_CE + L_HDL_FC + L_HDL_PL + L_HDL_TG) * 100,L_HDL_C / L_HDL_L * 100,Relative lipoprotein lipid concentrations Large HDL ratios,1187,0.00963794769363181,0.00852421124995602,FALSE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Large HDL ratios,13,0.970076804563295,28411,28815,2083,0.193864397827647,0.1920662211608,5.14215018727332,0.0441922024120039
L_HDL_CE_pct,L_HDL_CE_pct,Cholesteryl Esters to Total Lipids in Large HDL percentage,%,Relative lipoprotein lipid concentrations,Large HDL ratios,Percentage,TRUE,23636,23936,L_HDL_CE / (L_HDL_CE + L_HDL_FC + L_HDL_PL + L_HDL_TG)  * 100,L_HDL_CE / L_HDL_L  * 100,Relative lipoprotein lipid concentrations Large HDL ratios,1187,0.00963794769363181,0.00852421124995602,FALSE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Large HDL ratios,13,0.970392078444044,28766,28986,3084,0.198973902670861,0.198145903032968,5.48455782846755,0.0447783721356749
L_HDL_FC_pct,L_HDL_FC_pct,Free Cholesterol to Total Lipids in Large HDL percentage,%,Relative lipoprotein lipid concentrations,Large HDL ratios,Percentage,TRUE,23637,23937,L_HDL_FC / (L_HDL_CE + L_HDL_FC + L_HDL_PL + L_HDL_TG)  * 100,L_HDL_FC / L_HDL_L  * 100,Relative lipoprotein lipid concentrations Large HDL ratios,1187,0.00963794769363181,0.00852421124995602,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Large HDL ratios,13,0.915396607032459,11407,7325,0,0.114802594529448,0.0864734780065189,1.34228420161751,0.0205390911674386
L_HDL_TG_pct,L_HDL_TG_pct,Triglycerides to Total Lipids in Large HDL percentage,%,Relative lipoprotein lipid concentrations,Large HDL ratios,Percentage,TRUE,23638,23938,L_HDL_TG / (L_HDL_CE + L_HDL_FC + L_HDL_PL + L_HDL_TG)  * 100,L_HDL_TG / L_HDL_L  * 100,Relative lipoprotein lipid concentrations Large HDL ratios,1187,0.00963794769363181,0.00852421124995602,TRUE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Large HDL ratios,13,0.961755773750665,18450,19310,0,-0.121504403825121,-0.0994582650020436,1.87717086313178,0.0245336967824999
M_HDL_PL_pct,M_HDL_PL_pct,Phospholipids to Total Lipids in Medium HDL percentage,%,Relative lipoprotein lipid concentrations,Medium HDL ratios,Percentage,TRUE,23639,23939,M_HDL_PL / (M_HDL_CE + M_HDL_FC + M_HDL_PL + M_HDL_TG) * 100,M_HDL_PL / M_HDL_L * 100,Relative lipoprotein lipid concentrations Medium HDL ratios,1624,0.0131862064485746,0.0129750972320334,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Medium HDL ratios,13,0.975883929079317,26678,27057,4299,-0.20103966085279,-0.192192876943632,5.35656589368561,0.0502390832554741
M_HDL_C_pct,M_HDL_C_pct,Cholesterol to Total Lipids in Medium HDL percentage,%,Relative lipoprotein lipid concentrations,Medium HDL ratios,Percentage,TRUE,23640,23940,(M_HDL_CE + M_HDL_FC) / (M_HDL_CE + M_HDL_FC + M_HDL_PL + M_HDL_TG) * 100,M_HDL_C / M_HDL_L * 100,Relative lipoprotein lipid concentrations Medium HDL ratios,1624,0.0131862064485746,0.0129750972320334,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Medium HDL ratios,13,0.973240403625461,24401,25136,64,0.161978434412394,0.147423585683373,3.48953598053281,0.0377657417437276
M_HDL_CE_pct,M_HDL_CE_pct,Cholesteryl Esters to Total Lipids in Medium HDL percentage,%,Relative lipoprotein lipid concentrations,Medium HDL ratios,Percentage,TRUE,23641,23941,M_HDL_CE / (M_HDL_CE + M_HDL_FC + M_HDL_PL + M_HDL_TG) * 100,M_HDL_CE / M_HDL_L * 100,Relative lipoprotein lipid concentrations Medium HDL ratios,1624,0.0131862064485746,0.0129750972320334,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Medium HDL ratios,13,0.965018111870625,24416,25216,2,0.147818222822866,0.136097843120273,3.05555213303078,0.0348995372636793
M_HDL_FC_pct,M_HDL_FC_pct,Free Cholesterol to Total Lipids in Medium HDL percentage,%,Relative lipoprotein lipid concentrations,Medium HDL ratios,Percentage,TRUE,23642,23942,M_HDL_FC / (M_HDL_CE + M_HDL_FC + M_HDL_PL + M_HDL_TG) * 100,M_HDL_FC / M_HDL_L * 100,Relative lipoprotein lipid concentrations Medium HDL ratios,1624,0.0131862064485746,0.0129750972320334,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Medium HDL ratios,13,0.973810409581491,19685,20180,0,0.156588878878153,0.12209331940026,2.35542696697341,0.0340373821789444
M_HDL_TG_pct,M_HDL_TG_pct,Triglycerides to Total Lipids in Medium HDL percentage,%,Relative lipoprotein lipid concentrations,Medium HDL ratios,Percentage,TRUE,23643,23943,M_HDL_TG / (M_HDL_CE + M_HDL_FC + M_HDL_PL + M_HDL_TG) * 100,M_HDL_TG / M_HDL_L * 100,Relative lipoprotein lipid concentrations Medium HDL ratios,1624,0.0131862064485746,0.0129750972320334,FALSE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Medium HDL ratios,13,0.968870379457409,20190,21112,0,-0.126901896763965,-0.106352894714027,2.09719739263758,0.0276146349782745
S_HDL_PL_pct,S_HDL_PL_pct,Phospholipids to Total Lipids in Small HDL percentage,%,Relative lipoprotein lipid concentrations,Small HDL ratios,Percentage,TRUE,23644,23944,S_HDL_PL / (S_HDL_CE + S_HDL_FC + S_HDL_PL + S_HDL_TG) * 100,S_HDL_PL / S_HDL_L * 100,Relative lipoprotein lipid concentrations Small HDL ratios,1992,0.016174213821158,0.0157993596353765,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Small HDL ratios,13,0.97007710060524,27080,28145,0,-0.14827748669506,-0.143432298694621,2.69592868702904,0.0396760196416548
S_HDL_C_pct,S_HDL_C_pct,Cholesterol to Total Lipids in Small HDL percentage,%,Relative lipoprotein lipid concentrations,Small HDL ratios,Percentage,TRUE,23645,23945,(S_HDL_CE + S_HDL_FC) / (S_HDL_CE + S_HDL_FC + S_HDL_PL + S_HDL_TG) * 100,S_HDL_C / S_HDL_L * 100,Relative lipoprotein lipid concentrations Small HDL ratios,1992,0.016174213821158,0.0157993596353765,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Small HDL ratios,13,0.965928548500568,28479,28861,1201,0.175980757676799,0.174724692616968,4.48596003529996,0.0440839380291379
S_HDL_CE_pct,S_HDL_CE_pct,Cholesteryl Esters to Total Lipids in Small HDL percentage,%,Relative lipoprotein lipid concentrations,Small HDL ratios,Percentage,TRUE,23646,23946,S_HDL_CE / (S_HDL_CE + S_HDL_FC + S_HDL_PL + S_HDL_TG) * 100,S_HDL_CE / S_HDL_L * 100,Relative lipoprotein lipid concentrations Small HDL ratios,1992,0.016174213821158,0.0157993596353765,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Small HDL ratios,13,0.946446344192437,25787,27228,0,0.13680695267562,0.132226689592803,2.65319694337344,0.0351567854409754
S_HDL_FC_pct,S_HDL_FC_pct,Free Cholesterol to Total Lipids in Small HDL percentage,%,Relative lipoprotein lipid concentrations,Small HDL ratios,Percentage,TRUE,23647,23947,S_HDL_FC / (S_HDL_CE + S_HDL_FC + S_HDL_PL + S_HDL_TG) * 100,S_HDL_FC / S_HDL_L * 100,Relative lipoprotein lipid concentrations Small HDL ratios,1992,0.016174213821158,0.0157993596353765,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Small HDL ratios,13,0.970826383156688,24518,25570,723,0.170872676464567,0.158256843296554,3.56841108223085,0.0433126997284047
S_HDL_TG_pct,S_HDL_TG_pct,Triglycerides to Total Lipids in Small HDL percentage,%,Relative lipoprotein lipid concentrations,Small HDL ratios,Percentage,TRUE,23648,23948,S_HDL_TG / (S_HDL_CE + S_HDL_FC + S_HDL_PL + S_HDL_TG) * 100,S_HDL_TG / S_HDL_L * 100,Relative lipoprotein lipid concentrations Small HDL ratios,1992,0.016174213821158,0.0157993596353765,FALSE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Small HDL ratios,13,0.972633867508935,22452,23295,0,-0.139653863343393,-0.122051871429507,2.51642335632754,0.030398243972884
HDL_C_pct,HDL_C_pct,Cholesterol to Total Lipids in HDL percentage,%,Relative lipid concentrations,,Percentage,FALSE,NA,NA,(XL_HDL_CE + XL_HDL_FC + L_HDL_CE + L_HDL_FC + M_HDL_CE + M_HDL_FC + S_HDL_CE + S_HDL_FC) / (XL_HDL_CE + XL_HDL_FC + XL_HDL_PL + XL_HDL_TG + L_HDL_CE + L_HDL_FC + L_HDL_PL + L_HDL_TG + M_HDL_CE + M_HDL_FC + M_HDL_PL + M_HDL_TG + S_HDL_CE + S_HDL_FC + S_HDL_PL + S_HDL_TG) * 100,HDL_C / HDL_L * 100,Relative lipid concentrations Relative lipid concentrations,2448,0.0198767446958809,0.0201206705694806,FALSE,FALSE,FALSE,Relative lipid concentrations_,13,0.975727765664345,26973,27515,2926,0.196230699801456,0.189462045389319,5.19153087640006,0.0477179771700318
HDL_CE_pct,HDL_CE_pct,Cholesteryl Esters to Total Lipids in HDL percentage,%,Relative lipid concentrations,,Percentage,FALSE,NA,NA,(XL_HDL_CE + L_HDL_CE + M_HDL_CE + S_HDL_CE) / (XL_HDL_CE + XL_HDL_FC + XL_HDL_PL + XL_HDL_TG + L_HDL_CE + L_HDL_FC + L_HDL_PL + L_HDL_TG + M_HDL_CE + M_HDL_FC + M_HDL_PL + M_HDL_TG + S_HDL_CE + S_HDL_FC + S_HDL_PL + S_HDL_TG) * 100,HDL_CE / HDL_L * 100,Relative lipid concentrations Relative lipid concentrations,2448,0.0198767446958809,0.0201206705694806,FALSE,FALSE,FALSE,Relative lipid concentrations_,14,0.969876336043244,26625,27137,1189,0.178910275769637,0.171962923670204,4.43668636169508,0.0428805721808013
HDL_CE_pct_C,HDL_CE_pct_C,Cholesteryl Esters to Cholesterol in HDL percentage,%,Relative cholesterol concentrations,,Percentage,FALSE,NA,NA,(XL_HDL_CE + L_HDL_CE + M_HDL_CE + S_HDL_CE) / (XL_HDL_CE + L_HDL_CE + M_HDL_CE + S_HDL_CE + XL_HDL_FC + L_HDL_FC + M_HDL_FC + S_HDL_FC) * 100,HDL_CE / HDL_C * 100,Relative cholesterol concentrations Relative cholesterol concentrations,1987,0.0161336158949001,0.0167019868625111,FALSE,FALSE,FALSE,Relative cholesterol concentrations_,14,0.893522218718958,1881,0,0,0.108345098184873,0.0575887470228994,0.728643891677747,0.0228889805525235
HDL_FC_by_CE,HDL_FC_by_CE,Free Cholesterol to Cholesteryl Esters in HDL percentage,ratio,Relative lipid concentrations,,Ratio,FALSE,NA,NA,(XL_HDL_FC + L_HDL_FC + M_HDL_FC + S_HDL_FC) / (XL_HDL_CE + L_HDL_CE + M_HDL_CE + S_HDL_CE),HDL_FC / HDL_CE,Relative lipid concentrations Relative lipid concentrations,1987,0.0161336158949001,0.0201206705694806,FALSE,FALSE,FALSE,Relative lipid concentrations_,14,0.892707630559788,1815,0,0,-0.108427667477353,-0.0569305847535249,0.716668934702939,0.0228764505266448
HDL_FC_pct,HDL_FC_pct,Free Cholesterol to Total Lipids in HDL percentage,%,Relative lipid concentrations,,Percentage,FALSE,NA,NA,(XL_HDL_FC + L_HDL_FC + M_HDL_FC + S_HDL_FC) / (XL_HDL_CE + XL_HDL_FC + XL_HDL_PL + XL_HDL_TG + L_HDL_CE + L_HDL_FC + L_HDL_PL + L_HDL_TG + M_HDL_CE + M_HDL_FC + M_HDL_PL + M_HDL_TG + S_HDL_CE + S_HDL_FC + S_HDL_PL + S_HDL_TG) * 100,HDL_FC / HDL_L * 100,Relative lipid concentrations Relative lipid concentrations,2448,0.0198767446958809,0.0201206705694806,FALSE,FALSE,FALSE,Relative lipid concentrations_,14,0.967948571402551,25053,25792,610,0.176389566029782,0.163898009486986,3.69298288059258,0.0426640452909634
HDL_FC_pct_C,HDL_FC_pct_C,Free Cholesterol to Cholesterol in HDL percentage,%,Relative cholesterol concentrations,,Percentage,FALSE,NA,NA,(XL_HDL_FC + L_HDL_FC + M_HDL_FC + S_HDL_FC) / (XL_HDL_CE + L_HDL_CE + M_HDL_CE + S_HDL_CE + XL_HDL_FC + L_HDL_FC + M_HDL_FC + S_HDL_FC) * 100,HDL_FC / HDL_C * 100,Relative cholesterol concentrations Relative cholesterol concentrations,1987,0.0161336158949001,0.0167019868625111,FALSE,FALSE,FALSE,Relative cholesterol concentrations_,14,0.890964424787594,1608,0,0,-0.10925440906435,-0.0553679491720304,0.687679865364502,0.0229179266557094
HDL_PL_pct,HDL_PL_pct,Phospholipids to Total Lipids in HDL percentage,%,Relative lipid concentrations,,Percentage,FALSE,NA,NA,(XL_HDL_PL + L_HDL_PL + M_HDL_PL + S_HDL_PL) / (XL_HDL_CE + XL_HDL_FC + XL_HDL_PL + XL_HDL_TG + L_HDL_CE + L_HDL_FC + L_HDL_PL + L_HDL_TG + M_HDL_CE + M_HDL_FC + M_HDL_PL + M_HDL_TG + S_HDL_CE + S_HDL_FC + S_HDL_PL + S_HDL_TG) * 100,HDL_PL / HDL_L * 100,Relative lipid concentrations Relative lipid concentrations,2448,0.0198767446958809,0.0201206705694806,FALSE,FALSE,FALSE,Relative lipid concentrations_,14,0.980499096050758,29040,29041,14906,-0.249399751459289,-0.249394946963904,8.41404334738747,0.0595227116054518
